testName,thisNode,thisID,thatID,timeDelta,message
ring,node3,0,5,16.365999,message sent 1
ring,node3,0,5,16.371000,message sent 2
ring,node4,3,2,16.934999,message received 8
ring,node4,3,2,16.940001,message received 9
ring,node4,3,4,16.944000,message sent 0
ring,node3,0,5,16.377001,message sent 3
ring,node3,0,5,16.382000,message sent 4
ring,node4,4,3,16.950001,message received 0
ring,node4,4,3,16.955000,message received 1
ring,node3,0,5,16.388000,message sent 5
ring,node3,0,5,16.393000,message sent 6
ring,node3,0,5,16.399000,message sent 7
ring,node3,0,5,16.403999,message sent 8
ring,node4,3,4,16.948999,message sent 1
ring,node4,3,4,16.954000,message sent 2
ring,node4,3,4,16.959000,message sent 3
ring,node4,3,4,16.962999,message sent 4
ring,node3,0,5,16.410000,message sent 9
ring,node3,0,1,16.415001,message sent 0
ring,node4,4,3,16.959000,message received 2
ring,node4,4,3,16.964001,message received 3
ring,node4,4,3,16.969000,message received 4
ring,node4,4,3,16.973000,message received 5
ring,node3,0,1,16.421000,message sent 1
ring,node3,0,1,16.426001,message sent 2
ring,node4,3,4,16.968000,message sent 5
